,Date,Status,state,cases
6645,2020-12-19,Confirmed,BR,712
6646,2020-12-19,Recovered,BR,793
6647,2020-12-19,Deceased,BR,6
6648,2020-12-20,Confirmed,BR,599
6649,2020-12-20,Recovered,BR,584
6650,2020-12-20,Deceased,BR,5
6651,2020-12-21,Confirmed,BR,287
6652,2020-12-21,Recovered,BR,443
6653,2020-12-21,Deceased,BR,6
6654,2020-12-22,Confirmed,BR,497
6655,2020-12-22,Recovered,BR,577
6656,2020-12-22,Deceased,BR,4
6657,2020-12-23,Confirmed,BR,640
6658,2020-12-23,Recovered,BR,309
6659,2020-12-23,Deceased,BR,5
6660,2020-12-24,Confirmed,BR,668
6661,2020-12-24,Recovered,BR,522
6662,2020-12-24,Deceased,BR,4
6663,2020-12-25,Confirmed,BR,640
6664,2020-12-25,Recovered,BR,489
6665,2020-12-25,Deceased,BR,2
6666,2020-12-26,Confirmed,BR,474
6667,2020-12-26,Recovered,BR,730
6668,2020-12-26,Deceased,BR,6
6669,2020-12-27,Confirmed,BR,545
6670,2020-12-27,Recovered,BR,703
6671,2020-12-27,Deceased,BR,4
6672,2020-12-28,Confirmed,BR,309
6673,2020-12-28,Recovered,BR,617
6674,2020-12-28,Deceased,BR,3
6675,2020-12-29,Confirmed,BR,622
6676,2020-12-29,Recovered,BR,523
6677,2020-12-29,Deceased,BR,3
6678,2020-12-30,Confirmed,BR,474
6679,2020-12-30,Recovered,BR,558
6680,2020-12-30,Deceased,BR,4
6681,2020-12-31,Confirmed,BR,392
6682,2020-12-31,Recovered,BR,299
6683,2020-12-31,Deceased,BR,4
6684,2021-01-01,Confirmed,BR,463
6685,2021-01-01,Recovered,BR,404
6686,2021-01-01,Deceased,BR,3
6687,2021-01-02,Confirmed,BR,397
6688,2021-01-02,Recovered,BR,490
6689,2021-01-02,Deceased,BR,3
6690,2021-01-03,Confirmed,BR,282
6691,2021-01-03,Recovered,BR,631
6692,2021-01-03,Deceased,BR,2
6693,2021-01-04,Confirmed,BR,344
6694,2021-01-04,Recovered,BR,430
6695,2021-01-04,Deceased,BR,3
6696,2021-01-05,Confirmed,BR,411
6697,2021-01-05,Recovered,BR,456
6698,2021-01-05,Deceased,BR,7
6699,2021-01-06,Confirmed,BR,408
6700,2021-01-06,Recovered,BR,424
6701,2021-01-06,Deceased,BR,5
6702,2021-01-07,Confirmed,BR,377
6703,2021-01-07,Recovered,BR,423
6704,2021-01-07,Deceased,BR,4
6705,2021-01-08,Confirmed,BR,452
6706,2021-01-08,Recovered,BR,504
6707,2021-01-08,Deceased,BR,4
6708,2021-01-09,Confirmed,BR,493
6709,2021-01-09,Recovered,BR,411
6710,2021-01-09,Deceased,BR,2
6711,2021-01-10,Confirmed,BR,359
6712,2021-01-10,Recovered,BR,408
6713,2021-01-10,Deceased,BR,4
6714,2021-01-11,Confirmed,BR,213
6715,2021-01-11,Recovered,BR,378
6716,2021-01-11,Deceased,BR,5
6717,2021-01-12,Confirmed,BR,344
6718,2021-01-12,Recovered,BR,214
6719,2021-01-12,Deceased,BR,4
6720,2021-01-13,Confirmed,BR,294
6721,2021-01-13,Recovered,BR,391
6722,2021-01-13,Deceased,BR,2
6723,2021-01-14,Confirmed,BR,314
6724,2021-01-14,Recovered,BR,238
6725,2021-01-14,Deceased,BR,2
6726,2021-01-15,Confirmed,BR,346
6727,2021-01-15,Recovered,BR,371
6728,2021-01-15,Deceased,BR,2
6729,2021-01-16,Confirmed,BR,239
6730,2021-01-16,Recovered,BR,328
6731,2021-01-16,Deceased,BR,4
6732,2021-01-17,Confirmed,BR,211
6733,2021-01-17,Recovered,BR,383
6734,2021-01-17,Deceased,BR,4
6735,2021-01-18,Confirmed,BR,144
6736,2021-01-18,Recovered,BR,344
6737,2021-01-18,Deceased,BR,3
6738,2021-01-19,Confirmed,BR,189
6739,2021-01-19,Recovered,BR,595
6740,2021-01-19,Deceased,BR,1
6741,2021-01-20,Confirmed,BR,209
6742,2021-01-20,Recovered,BR,257
6743,2021-01-20,Deceased,BR,3
6744,2021-01-21,Confirmed,BR,168
6745,2021-01-21,Recovered,BR,315
6746,2021-01-21,Deceased,BR,4
6747,2021-01-22,Confirmed,BR,168
6748,2021-01-22,Recovered,BR,458
6749,2021-01-22,Deceased,BR,4
6750,2021-01-23,Confirmed,BR,149
6751,2021-01-23,Recovered,BR,203
6752,2021-01-23,Deceased,BR,4
6753,2021-01-24,Confirmed,BR,131
6754,2021-01-24,Recovered,BR,267
6755,2021-01-24,Deceased,BR,3
6756,2021-01-25,Confirmed,BR,82
6757,2021-01-25,Recovered,BR,222
6758,2021-01-25,Deceased,BR,4
6759,2021-01-26,Confirmed,BR,160
6760,2021-01-26,Recovered,BR,170
6761,2021-01-26,Deceased,BR,3
6762,2021-01-27,Confirmed,BR,86
6763,2021-01-27,Recovered,BR,710
6764,2021-01-27,Deceased,BR,4
6765,2021-01-28,Confirmed,BR,134
6766,2021-01-28,Recovered,BR,281
6767,2021-01-28,Deceased,BR,2
6768,2021-01-29,Confirmed,BR,121
6769,2021-01-29,Recovered,BR,278
6770,2021-01-29,Deceased,BR,3
6771,2021-01-30,Confirmed,BR,123
6772,2021-01-30,Recovered,BR,187
6773,2021-01-30,Deceased,BR,4
6774,2021-01-31,Confirmed,BR,116
6775,2021-01-31,Recovered,BR,162
6776,2021-01-31,Deceased,BR,2
6777,2021-02-01,Confirmed,BR,75
6778,2021-02-01,Recovered,BR,118
6779,2021-02-01,Deceased,BR,2
6780,2021-02-02,Confirmed,BR,118
6781,2021-02-02,Recovered,BR,173
6782,2021-02-02,Deceased,BR,4
6783,2021-02-03,Confirmed,BR,92
6784,2021-02-03,Recovered,BR,138
6785,2021-02-03,Deceased,BR,3
6786,2021-02-04,Confirmed,BR,64
6787,2021-02-04,Recovered,BR,109
6788,2021-02-04,Deceased,BR,2
6789,2021-02-05,Confirmed,BR,90
6790,2021-02-05,Recovered,BR,201
6791,2021-02-05,Deceased,BR,2
6792,2021-02-06,Confirmed,BR,88
6793,2021-02-06,Recovered,BR,84
6794,2021-02-06,Deceased,BR,1
6795,2021-02-07,Confirmed,BR,53
6796,2021-02-07,Recovered,BR,84
6797,2021-02-07,Deceased,BR,1
6798,2021-02-08,Confirmed,BR,56
6799,2021-02-08,Recovered,BR,129
6800,2021-02-08,Deceased,BR,1
6801,2021-02-09,Confirmed,BR,92
6802,2021-02-09,Recovered,BR,120
6803,2021-02-09,Deceased,BR,1
6804,2021-02-10,Confirmed,BR,64
6805,2021-02-10,Recovered,BR,60
6806,2021-02-10,Deceased,BR,2
6807,2021-02-11,Confirmed,BR,57
6808,2021-02-11,Recovered,BR,113
6809,2021-02-11,Deceased,BR,1
6810,2021-02-12,Confirmed,BR,78
6811,2021-02-12,Recovered,BR,86
6812,2021-02-12,Deceased,BR,1
6813,2021-02-13,Confirmed,BR,44
6814,2021-02-13,Recovered,BR,80
6815,2021-02-13,Deceased,BR,2
6816,2021-02-14,Confirmed,BR,51
6817,2021-02-14,Recovered,BR,78
6818,2021-02-14,Deceased,BR,1
6819,2021-02-15,Confirmed,BR,44
6820,2021-02-15,Recovered,BR,79
6821,2021-02-15,Deceased,BR,2
6822,2021-02-16,Confirmed,BR,56
6823,2021-02-16,Recovered,BR,78
6824,2021-02-16,Deceased,BR,1
6825,2021-02-17,Confirmed,BR,38
6826,2021-02-17,Recovered,BR,82
6827,2021-02-17,Deceased,BR,1
6828,2021-02-18,Confirmed,BR,63
6829,2021-02-18,Recovered,BR,68
6830,2021-02-18,Deceased,BR,2
6831,2021-02-19,Confirmed,BR,67
6832,2021-02-19,Recovered,BR,75
6833,2021-02-19,Deceased,BR,1
6834,2021-02-20,Confirmed,BR,57
6835,2021-02-20,Recovered,BR,57
6836,2021-02-20,Deceased,BR,2
6837,2021-02-21,Confirmed,BR,94
6838,2021-02-21,Recovered,BR,58
6839,2021-02-21,Deceased,BR,1
6840,2021-02-22,Confirmed,BR,84
6841,2021-02-22,Recovered,BR,59
6842,2021-02-22,Deceased,BR,1
6843,2021-02-23,Confirmed,BR,59
6844,2021-02-23,Recovered,BR,71
6845,2021-02-23,Deceased,BR,1
6846,2021-02-24,Confirmed,BR,54
6847,2021-02-24,Recovered,BR,92
6848,2021-02-24,Deceased,BR,1
6849,2021-02-25,Confirmed,BR,61
6850,2021-02-25,Recovered,BR,91
6851,2021-02-25,Deceased,BR,1
6852,2021-02-26,Confirmed,BR,46
6853,2021-02-26,Recovered,BR,92
6854,2021-02-26,Deceased,BR,1
6855,2021-02-27,Confirmed,BR,45
6856,2021-02-27,Recovered,BR,71
6857,2021-02-27,Deceased,BR,1
6858,2021-02-28,Confirmed,BR,25
6859,2021-02-28,Recovered,BR,30
6860,2021-02-28,Deceased,BR,0
6861,2021-03-01,Confirmed,BR,22
6862,2021-03-01,Recovered,BR,51
6863,2021-03-01,Deceased,BR,0
6864,2021-03-02,Confirmed,BR,41
6865,2021-03-02,Recovered,BR,42
6866,2021-03-02,Deceased,BR,0
6867,2021-03-03,Confirmed,BR,31
6868,2021-03-03,Recovered,BR,50
6869,2021-03-03,Deceased,BR,1
6870,2021-03-04,Confirmed,BR,40
6871,2021-03-04,Recovered,BR,40
6872,2021-03-04,Deceased,BR,1
6873,2021-03-05,Confirmed,BR,38
6874,2021-03-05,Recovered,BR,44
6875,2021-03-05,Deceased,BR,1
6876,2021-03-06,Confirmed,BR,22
6877,2021-03-06,Recovered,BR,28
6878,2021-03-06,Deceased,BR,1
6879,2021-03-07,Confirmed,BR,30
6880,2021-03-07,Recovered,BR,50
6881,2021-03-07,Deceased,BR,1
6882,2021-03-08,Confirmed,BR,21
6883,2021-03-08,Recovered,BR,43
6884,2021-03-08,Deceased,BR,1
6885,2021-03-09,Confirmed,BR,41
6886,2021-03-09,Recovered,BR,33
6887,2021-03-09,Deceased,BR,0
6888,2021-03-10,Confirmed,BR,44
6889,2021-03-10,Recovered,BR,38
6890,2021-03-10,Deceased,BR,1
6891,2021-03-11,Confirmed,BR,45
6892,2021-03-11,Recovered,BR,24
6893,2021-03-11,Deceased,BR,0
6894,2021-03-12,Confirmed,BR,28
6895,2021-03-12,Recovered,BR,27
6896,2021-03-12,Deceased,BR,1
6897,2021-03-13,Confirmed,BR,38
6898,2021-03-13,Recovered,BR,28
6899,2021-03-13,Deceased,BR,1
6900,2021-03-14,Confirmed,BR,50
6901,2021-03-14,Recovered,BR,44
6902,2021-03-14,Deceased,BR,1
6903,2021-03-15,Confirmed,BR,26
6904,2021-03-15,Recovered,BR,35
6905,2021-03-15,Deceased,BR,1
6906,2021-03-16,Confirmed,BR,49
6907,2021-03-16,Recovered,BR,29
6908,2021-03-16,Deceased,BR,1
6909,2021-03-17,Confirmed,BR,58
6910,2021-03-17,Recovered,BR,40
6911,2021-03-17,Deceased,BR,1
6912,2021-03-18,Confirmed,BR,107
6913,2021-03-18,Recovered,BR,64
6914,2021-03-18,Deceased,BR,1
6915,2021-03-19,Confirmed,BR,90
6916,2021-03-19,Recovered,BR,58
6917,2021-03-19,Deceased,BR,1
6918,2021-03-20,Confirmed,BR,88
6919,2021-03-20,Recovered,BR,51
6920,2021-03-20,Deceased,BR,1
6921,2021-03-21,Confirmed,BR,126
6922,2021-03-21,Recovered,BR,74
6923,2021-03-21,Deceased,BR,2
6924,2021-03-22,Confirmed,BR,90
6925,2021-03-22,Recovered,BR,50
6926,2021-03-22,Deceased,BR,2
6927,2021-03-23,Confirmed,BR,111
6928,2021-03-23,Recovered,BR,46
6929,2021-03-23,Deceased,BR,2
6930,2021-03-24,Confirmed,BR,170
6931,2021-03-24,Recovered,BR,65
6932,2021-03-24,Deceased,BR,2
6933,2021-03-25,Confirmed,BR,258
6934,2021-03-25,Recovered,BR,58
6935,2021-03-25,Deceased,BR,2
6936,2021-03-26,Confirmed,BR,211
6937,2021-03-26,Recovered,BR,133
6938,2021-03-26,Deceased,BR,2
6939,2021-03-27,Confirmed,BR,195
6940,2021-03-27,Recovered,BR,78
6941,2021-03-27,Deceased,BR,2
6942,2021-03-28,Confirmed,BR,351
6943,2021-03-28,Recovered,BR,119
6944,2021-03-28,Deceased,BR,1
6945,2021-03-29,Confirmed,BR,239
6946,2021-03-29,Recovered,BR,97
6947,2021-03-29,Deceased,BR,1
6948,2021-03-30,Confirmed,BR,74
6949,2021-03-30,Recovered,BR,105
6950,2021-03-30,Deceased,BR,1
6951,2021-03-31,Confirmed,BR,259
6952,2021-03-31,Recovered,BR,133
6953,2021-03-31,Deceased,BR,2
6954,2021-04-01,Confirmed,BR,488
6955,2021-04-01,Recovered,BR,158
6956,2021-04-01,Deceased,BR,2
6957,2021-04-02,Confirmed,BR,662
6958,2021-04-02,Recovered,BR,204
6959,2021-04-02,Deceased,BR,2
6960,2021-04-03,Confirmed,BR,836
6961,2021-04-03,Recovered,BR,255
6962,2021-04-03,Deceased,BR,2
6963,2021-04-04,Confirmed,BR,864
6964,2021-04-04,Recovered,BR,245
6965,2021-04-04,Deceased,BR,1
6966,2020-03-14,Confirmed,CH,0
6967,2020-03-14,Recovered,CH,0
6968,2020-03-14,Deceased,CH,0
6969,2020-03-15,Confirmed,CH,0
6970,2020-03-15,Recovered,CH,0
6971,2020-03-15,Deceased,CH,0
6972,2020-03-16,Confirmed,CH,0
6973,2020-03-16,Recovered,CH,0
6974,2020-03-16,Deceased,CH,0
6975,2020-03-17,Confirmed,CH,0
6976,2020-03-17,Recovered,CH,0
6977,2020-03-17,Deceased,CH,0
6978,2020-03-18,Confirmed,CH,0
6979,2020-03-18,Recovered,CH,0
6980,2020-03-18,Deceased,CH,0
6981,2020-03-19,Confirmed,CH,1
6982,2020-03-19,Recovered,CH,0
6983,2020-03-19,Deceased,CH,0
6984,2020-03-20,Confirmed,CH,4
6985,2020-03-20,Recovered,CH,0
6986,2020-03-20,Deceased,CH,0
6987,2020-03-21,Confirmed,CH,0
6988,2020-03-21,Recovered,CH,0
6989,2020-03-21,Deceased,CH,0
6990,2020-03-22,Confirmed,CH,1
6991,2020-03-22,Recovered,CH,0
6992,2020-03-22,Deceased,CH,0
6993,2020-03-23,Confirmed,CH,1
6994,2020-03-23,Recovered,CH,0
6995,2020-03-23,Deceased,CH,0
6996,2020-03-24,Confirmed,CH,0
6997,2020-03-24,Recovered,CH,0
6998,2020-03-24,Deceased,CH,0
6999,2020-03-25,Confirmed,CH,0
7000,2020-03-25,Recovered,CH,0
7001,2020-03-25,Deceased,CH,0
7002,2020-03-26,Confirmed,CH,0
7003,2020-03-26,Recovered,CH,0
7004,2020-03-26,Deceased,CH,0
7005,2020-03-27,Confirmed,CH,1
7006,2020-03-27,Recovered,CH,0
7007,2020-03-27,Deceased,CH,0
7008,2020-03-28,Confirmed,CH,0
7009,2020-03-28,Recovered,CH,0
7010,2020-03-28,Deceased,CH,0
7011,2020-03-29,Confirmed,CH,0
7012,2020-03-29,Recovered,CH,0
7013,2020-03-29,Deceased,CH,0
7014,2020-03-30,Confirmed,CH,5
7015,2020-03-30,Recovered,CH,0
7016,2020-03-30,Deceased,CH,0
7017,2020-03-31,Confirmed,CH,2
7018,2020-03-31,Recovered,CH,0
7019,2020-03-31,Deceased,CH,0
7020,2020-04-01,Confirmed,CH,2
7021,2020-04-01,Recovered,CH,0
7022,2020-04-01,Deceased,CH,0
7023,2020-04-02,Confirmed,CH,1
7024,2020-04-02,Recovered,CH,0
7025,2020-04-02,Deceased,CH,0
7026,2020-04-03,Confirmed,CH,0
7027,2020-04-03,Recovered,CH,0
7028,2020-04-03,Deceased,CH,0
7029,2020-04-04,Confirmed,CH,0
7030,2020-04-04,Recovered,CH,3
7031,2020-04-04,Deceased,CH,0
7032,2020-04-05,Confirmed,CH,0
7033,2020-04-05,Recovered,CH,2
7034,2020-04-05,Deceased,CH,0
7035,2020-04-06,Confirmed,CH,0
7036,2020-04-06,Recovered,CH,0
7037,2020-04-06,Deceased,CH,0
7038,2020-04-07,Confirmed,CH,0
7039,2020-04-07,Recovered,CH,2
7040,2020-04-07,Deceased,CH,0
7041,2020-04-08,Confirmed,CH,0
7042,2020-04-08,Recovered,CH,0
7043,2020-04-08,Deceased,CH,0
7044,2020-04-09,Confirmed,CH,0
7045,2020-04-09,Recovered,CH,0
7046,2020-04-09,Deceased,CH,0
7047,2020-04-10,Confirmed,CH,1
7048,2020-04-10,Recovered,CH,0
7049,2020-04-10,Deceased,CH,0
7050,2020-04-11,Confirmed,CH,0
7051,2020-04-11,Recovered,CH,0
7052,2020-04-11,Deceased,CH,0
7053,2020-04-12,Confirmed,CH,2
7054,2020-04-12,Recovered,CH,0
7055,2020-04-12,Deceased,CH,0
7056,2020-04-13,Confirmed,CH,0
7057,2020-04-13,Recovered,CH,0
7058,2020-04-13,Deceased,CH,0
7059,2020-04-14,Confirmed,CH,0
7060,2020-04-14,Recovered,CH,0
7061,2020-04-14,Deceased,CH,0
7062,2020-04-15,Confirmed,CH,0
7063,2020-04-15,Recovered,CH,2
7064,2020-04-15,Deceased,CH,0
7065,2020-04-16,Confirmed,CH,0
7066,2020-04-16,Recovered,CH,0
7067,2020-04-16,Deceased,CH,0
7068,2020-04-17,Confirmed,CH,0
7069,2020-04-17,Recovered,CH,0
7070,2020-04-17,Deceased,CH,0
7071,2020-04-18,Confirmed,CH,2
7072,2020-04-18,Recovered,CH,0
7073,2020-04-18,Deceased,CH,0
7074,2020-04-19,Confirmed,CH,3
7075,2020-04-19,Recovered,CH,4
7076,2020-04-19,Deceased,CH,0
7077,2020-04-20,Confirmed,CH,0
7078,2020-04-20,Recovered,CH,1
7079,2020-04-20,Deceased,CH,0
7080,2020-04-21,Confirmed,CH,1
7081,2020-04-21,Recovered,CH,0
7082,2020-04-21,Deceased,CH,0
7083,2020-04-22,Confirmed,CH,0
7084,2020-04-22,Recovered,CH,0
7085,2020-04-22,Deceased,CH,0
7086,2020-04-23,Confirmed,CH,0
7087,2020-04-23,Recovered,CH,0
7088,2020-04-23,Deceased,CH,0
7089,2020-04-24,Confirmed,CH,0
7090,2020-04-24,Recovered,CH,1
7091,2020-04-24,Deceased,CH,0
7092,2020-04-25,Confirmed,CH,1
7093,2020-04-25,Recovered,CH,0
7094,2020-04-25,Deceased,CH,0
7095,2020-04-26,Confirmed,CH,8
7096,2020-04-26,Recovered,CH,2
7097,2020-04-26,Deceased,CH,0
7098,2020-04-27,Confirmed,CH,9
7099,2020-04-27,Recovered,CH,0
7100,2020-04-27,Deceased,CH,0
7101,2020-04-28,Confirmed,CH,11
7102,2020-04-28,Recovered,CH,0
7103,2020-04-28,Deceased,CH,0
7104,2020-04-29,Confirmed,CH,12
7105,2020-04-29,Recovered,CH,0
7106,2020-04-29,Deceased,CH,0
7107,2020-04-30,Confirmed,CH,6
7108,2020-04-30,Recovered,CH,1
7109,2020-04-30,Deceased,CH,0
7110,2020-05-01,Confirmed,CH,14
7111,2020-05-01,Recovered,CH,0
7112,2020-05-01,Deceased,CH,0
7113,2020-05-02,Confirmed,CH,6
7114,2020-05-02,Recovered,CH,1
7115,2020-05-02,Deceased,CH,0
7116,2020-05-03,Confirmed,CH,3
7117,2020-05-03,Recovered,CH,0
7118,2020-05-03,Deceased,CH,1
7119,2020-05-04,Confirmed,CH,5
7120,2020-05-04,Recovered,CH,2
7121,2020-05-04,Deceased,CH,0
7122,2020-05-05,Confirmed,CH,17
7123,2020-05-05,Recovered,CH,0
7124,2020-05-05,Deceased,CH,0
7125,2020-05-06,Confirmed,CH,5
7126,2020-05-06,Recovered,CH,0
7127,2020-05-06,Deceased,CH,0
7128,2020-05-07,Confirmed,CH,11
7129,2020-05-07,Recovered,CH,0
7130,2020-05-07,Deceased,CH,0
7131,2020-05-08,Confirmed,CH,11
7132,2020-05-08,Recovered,CH,0
7133,2020-05-08,Deceased,CH,1
7134,2020-05-09,Confirmed,CH,23
7135,2020-05-09,Recovered,CH,3
7136,2020-05-09,Deceased,CH,0
7137,2020-05-10,Confirmed,CH,4
7138,2020-05-10,Recovered,CH,0
7139,2020-05-10,Deceased,CH,1
7140,2020-05-11,Confirmed,CH,8
7141,2020-05-11,Recovered,CH,4
7142,2020-05-11,Deceased,CH,0
7143,2020-05-12,Confirmed,CH,6
7144,2020-05-12,Recovered,CH,2
7145,2020-05-12,Deceased,CH,0
7146,2020-05-13,Confirmed,CH,4
7147,2020-05-13,Recovered,CH,0
7148,2020-05-13,Deceased,CH,0
7149,2020-05-14,Confirmed,CH,0
7150,2020-05-14,Recovered,CH,7
7151,2020-05-14,Deceased,CH,0
7152,2020-05-15,Confirmed,CH,0
7153,2020-05-15,Recovered,CH,3
7154,2020-05-15,Deceased,CH,0
7155,2020-05-16,Confirmed,CH,0
7156,2020-05-16,Recovered,CH,11
7157,2020-05-16,Deceased,CH,0
7158,2020-05-17,Confirmed,CH,0
7159,2020-05-17,Recovered,CH,0
7160,2020-05-17,Deceased,CH,0
7161,2020-05-18,Confirmed,CH,5
7162,2020-05-18,Recovered,CH,3
7163,2020-05-18,Deceased,CH,0
7164,2020-05-19,Confirmed,CH,3
7165,2020-05-19,Recovered,CH,3
7166,2020-05-19,Deceased,CH,0
7167,2020-05-20,Confirmed,CH,3
7168,2020-05-20,Recovered,CH,79
7169,2020-05-20,Deceased,CH,0
7170,2020-05-21,Confirmed,CH,16
7171,2020-05-21,Recovered,CH,42
7172,2020-05-21,Deceased,CH,0
7173,2020-05-22,Confirmed,CH,1
7174,2020-05-22,Recovered,CH,0
7175,2020-05-22,Deceased,CH,0
7176,2020-05-23,Confirmed,CH,6
7177,2020-05-23,Recovered,CH,1
7178,2020-05-23,Deceased,CH,0
7179,2020-05-24,Confirmed,CH,37
7180,2020-05-24,Recovered,CH,0
7181,2020-05-24,Deceased,CH,1
7182,2020-05-25,Confirmed,CH,4
7183,2020-05-25,Recovered,CH,8
7184,2020-05-25,Deceased,CH,0
7185,2020-05-26,Confirmed,CH,12
7186,2020-05-26,Recovered,CH,0
7187,2020-05-26,Deceased,CH,0
7188,2020-05-27,Confirmed,CH,1
7189,2020-05-27,Recovered,CH,0
7190,2020-05-27,Deceased,CH,0
7191,2020-05-28,Confirmed,CH,10
7192,2020-05-28,Recovered,CH,2
7193,2020-05-28,Deceased,CH,0
7194,2020-05-29,Confirmed,CH,0
7195,2020-05-29,Recovered,CH,0
7196,2020-05-29,Deceased,CH,0
7197,2020-05-30,Confirmed,CH,0
7198,2020-05-30,Recovered,CH,10
7199,2020-05-30,Deceased,CH,0
7200,2020-05-31,Confirmed,CH,4
7201,2020-05-31,Recovered,CH,0
7202,2020-05-31,Deceased,CH,0
7203,2020-06-01,Confirmed,CH,4
7204,2020-06-01,Recovered,CH,15
7205,2020-06-01,Deceased,CH,0
7206,2020-06-02,Confirmed,CH,4
7207,2020-06-02,Recovered,CH,0
7208,2020-06-02,Deceased,CH,1
7209,2020-06-03,Confirmed,CH,0
7210,2020-06-03,Recovered,CH,0
7211,2020-06-03,Deceased,CH,0
7212,2020-06-04,Confirmed,CH,1
7213,2020-06-04,Recovered,CH,8
7214,2020-06-04,Deceased,CH,0
7215,2020-06-05,Confirmed,CH,7
7216,2020-06-05,Recovered,CH,51
7217,2020-06-05,Deceased,CH,0
7218,2020-06-06,Confirmed,CH,3
7219,2020-06-06,Recovered,CH,0
7220,2020-06-06,Deceased,CH,0
7221,2020-06-07,Confirmed,CH,2
7222,2020-06-07,Recovered,CH,1
7223,2020-06-07,Deceased,CH,0
7224,2020-06-08,Confirmed,CH,6
7225,2020-06-08,Recovered,CH,11
7226,2020-06-08,Deceased,CH,0
7227,2020-06-09,Confirmed,CH,6
7228,2020-06-09,Recovered,CH,0
7229,2020-06-09,Deceased,CH,0
7230,2020-06-10,Confirmed,CH,2
7231,2020-06-10,Recovered,CH,4
7232,2020-06-10,Deceased,CH,0
7233,2020-06-11,Confirmed,CH,4
7234,2020-06-11,Recovered,CH,4
7235,2020-06-11,Deceased,CH,0
7236,2020-06-12,Confirmed,CH,13
7237,2020-06-12,Recovered,CH,2
7238,2020-06-12,Deceased,CH,0
7239,2020-06-13,Confirmed,CH,5
7240,2020-06-13,Recovered,CH,0
7241,2020-06-13,Deceased,CH,0
7242,2020-06-14,Confirmed,CH,2
7243,2020-06-14,Recovered,CH,0
7244,2020-06-14,Deceased,CH,0
7245,2020-06-15,Confirmed,CH,5
7246,2020-06-15,Recovered,CH,6
7247,2020-06-15,Deceased,CH,1
7248,2020-06-16,Confirmed,CH,8
7249,2020-06-16,Recovered,CH,1
7250,2020-06-16,Deceased,CH,0
7251,2020-06-17,Confirmed,CH,5
7252,2020-06-17,Recovered,CH,4
7253,2020-06-17,Deceased,CH,0
7254,2020-06-18,Confirmed,CH,4
7255,2020-06-18,Recovered,CH,0
7256,2020-06-18,Deceased,CH,0
7257,2020-06-19,Confirmed,CH,7
7258,2020-06-19,Recovered,CH,9
7259,2020-06-19,Deceased,CH,0
7260,2020-06-20,Confirmed,CH,23
7261,2020-06-20,Recovered,CH,1
7262,2020-06-20,Deceased,CH,0
7263,2020-06-21,Confirmed,CH,2
7264,2020-06-21,Recovered,CH,0
7265,2020-06-21,Deceased,CH,0
7266,2020-06-22,Confirmed,CH,5
7267,2020-06-22,Recovered,CH,6
7268,2020-06-22,Deceased,CH,0
7269,2020-06-23,Confirmed,CH,7
7270,2020-06-23,Recovered,CH,0
7271,2020-06-23,Deceased,CH,0
7272,2020-06-24,Confirmed,CH,2
7273,2020-06-24,Recovered,CH,0
7274,2020-06-24,Deceased,CH,0
7275,2020-06-25,Confirmed,CH,3
7276,2020-06-25,Recovered,CH,7
7277,2020-06-25,Deceased,CH,0
7278,2020-06-26,Confirmed,CH,2
7279,2020-06-26,Recovered,CH,6
7280,2020-06-26,Deceased,CH,0
7281,2020-06-27,Confirmed,CH,3
7282,2020-06-27,Recovered,CH,0
7283,2020-06-27,Deceased,CH,0
7284,2020-06-28,Confirmed,CH,3
7285,2020-06-28,Recovered,CH,1
7286,2020-06-28,Deceased,CH,0
7287,2020-06-29,Confirmed,CH,3
7288,2020-06-29,Recovered,CH,13
7289,2020-06-29,Deceased,CH,0
7290,2020-06-30,Confirmed,CH,6
7291,2020-06-30,Recovered,CH,15
7292,2020-06-30,Deceased,CH,0
7293,2020-07-01,Confirmed,CH,6
7294,2020-07-01,Recovered,CH,3
7295,2020-07-01,Deceased,CH,0
7296,2020-07-02,Confirmed,CH,4
7297,2020-07-02,Recovered,CH,22
7298,2020-07-02,Deceased,CH,0
7299,2020-07-03,Confirmed,CH,4
7300,2020-07-03,Recovered,CH,4
7301,2020-07-03,Deceased,CH,0
7302,2020-07-04,Confirmed,CH,5
7303,2020-07-04,Recovered,CH,2
7304,2020-07-04,Deceased,CH,0
7305,2020-07-05,Confirmed,CH,7
7306,2020-07-05,Recovered,CH,0
7307,2020-07-05,Deceased,CH,0
7308,2020-07-06,Confirmed,CH,21
7309,2020-07-06,Recovered,CH,6
7310,2020-07-06,Deceased,CH,0
7311,2020-07-07,Confirmed,CH,5
7312,2020-07-07,Recovered,CH,0
7313,2020-07-07,Deceased,CH,1
7314,2020-07-08,Confirmed,CH,15
7315,2020-07-08,Recovered,CH,1
7316,2020-07-08,Deceased,CH,0
7317,2020-07-09,Confirmed,CH,16
7318,2020-07-09,Recovered,CH,1
7319,2020-07-09,Deceased,CH,0
7320,2020-07-10,Confirmed,CH,13
7321,2020-07-10,Recovered,CH,5
7322,2020-07-10,Deceased,CH,0
7323,2020-07-11,Confirmed,CH,13
7324,2020-07-11,Recovered,CH,5
7325,2020-07-11,Deceased,CH,1
7326,2020-07-12,Confirmed,CH,10
7327,2020-07-12,Recovered,CH,4
7328,2020-07-12,Deceased,CH,0
7329,2020-07-13,Confirmed,CH,29
7330,2020-07-13,Recovered,CH,6
7331,2020-07-13,Deceased,CH,0
