,Date,abbreviation,Confirmed,Deceased,Recovered,State,population,Total Doses Administered
429,2021-01-25,MZ,0,0,9,Mizoram,1097206,3087
430,2021-01-25,NL,3,0,10,Nagaland,1978502,2447
431,2021-01-25,PB,159,5,258,Punjab,27743338,26017
432,2021-01-25,RJ,193,2,370,Rajasthan,68548437,141245
433,2021-01-25,SK,1,0,13,Sikkim,610577,477
434,2021-01-25,TG,148,1,302,Telangana,35200000,50646
435,2021-01-25,TN,540,4,627,Tamil Nadu,72147030,41396
436,2021-01-25,TN,540,4,627,Tamil Nadu,67900000,41396
437,2021-01-25,TR,1,0,3,Tripura,3673917,9693
438,2021-01-25,TR,1,0,3,Tripura,3600000,9693
439,2021-01-25,UP,194,7,456,Uttar Pradesh,199812341,59780
440,2021-01-25,UT,62,4,254,Uttarakhand,10086292,7969
441,2021-01-25,WB,252,7,417,West Bengal,91276115,87815
442,2021-01-26,AN,0,0,0,Andaman and Nicobar Islands,380581,1519
443,2021-01-26,AP,172,1,203,Andhra Pradesh,49700000,90616
444,2021-01-26,AR,1,0,2,Arunachal Pradesh,1383727,3462
445,2021-01-26,AS,8,1,89,Assam,31205576,11021
446,2021-01-26,BR,160,3,170,Bihar,104099452,51808
447,2021-01-26,CH,0,0,0,Chandigarh,1055450,1174
448,2021-01-26,CT,321,14,182,Chhattisgarh,25545198,24120
449,2021-01-26,DL,157,7,218,Delhi,"16,787,941",20427
450,2021-01-26,GA,70,1,62,Goa,1458545,1290
451,2021-01-26,GJ,380,2,637,Gujarat,60439692,62729
452,2021-01-26,HP,12,0,59,Himachal Pradesh,6864602,6188
453,2021-01-26,HR,96,0,190,Haryana,25351462,72583
454,2021-01-26,JH,65,0,65,Jharkhand,32988134,8708
455,2021-01-26,JK,74,1,54,Jammu and Kashmir,12541302,10626
456,2021-01-26,KA,529,4,738,Karnataka,61095297,140856
457,2021-01-26,KL,6293,19,5290,Kerala,33406061,43766
458,2021-01-26,LD,2,0,0,Lakshadweep,"64,473",752
459,2021-01-26,MH,2405,47,2106,Maharashtra,112374333,107338
460,2021-01-26,ML,6,0,12,Meghalaya,2966889,1256
461,2021-01-26,MN,6,0,21,Manipur,2855794,1328
462,2021-01-26,MP,228,2,515,Madhya Pradesh,72626809,66877
463,2021-01-26,MZ,5,0,2,Mizoram,1097206,3115
464,2021-01-26,NL,2,0,3,Nagaland,1978502,2491
465,2021-01-26,PB,129,11,164,Punjab,27743338,26213
466,2021-01-26,RJ,125,0,257,Rajasthan,68548437,141527
467,2021-01-26,SK,6,0,17,Sikkim,610577,490
468,2021-01-26,TG,189,2,349,Telangana,35200000,51194
469,2021-01-26,TN,523,5,595,Tamil Nadu,72147030,46310
470,2021-01-26,TN,523,5,595,Tamil Nadu,67900000,46310
471,2021-01-26,TR,1,0,5,Tripura,3673917,9946
472,2021-01-26,TR,1,0,5,Tripura,3600000,9946
473,2021-01-26,UP,301,8,569,Uttar Pradesh,199812341,62477
474,2021-01-26,UT,39,1,102,Uttarakhand,10086292,8052
475,2021-01-26,WB,295,9,409,West Bengal,91276115,88627
476,2021-01-27,AN,0,0,5,Andaman and Nicobar Islands,380581,1519
477,2021-01-27,AP,111,2,97,Andhra Pradesh,49700000,107999
478,2021-01-27,AR,3,0,2,Arunachal Pradesh,1383727,3998
479,2021-01-27,AS,17,2,94,Assam,31205576,12407
480,2021-01-27,BR,86,4,710,Bihar,104099452,53222
481,2021-01-27,CH,40,0,37,Chandigarh,1055450,1519
482,2021-01-27,CT,439,3,944,Chhattisgarh,25545198,36363
483,2021-01-27,DL,96,9,212,Delhi,"16,787,941",27603
484,2021-01-27,GA,53,0,90,Goa,1458545,1844
485,2021-01-27,GJ,353,1,462,Gujarat,60439692,68817
486,2021-01-27,HP,39,1,68,Himachal Pradesh,6864602,8859
487,2021-01-27,HR,87,0,117,Haryana,25351462,80541
488,2021-01-27,JH,70,2,117,Jharkhand,32988134,15269
489,2021-01-27,JK,77,1,129,Jammu and Kashmir,12541302,11562
490,2021-01-27,KA,428,3,760,Karnataka,61095297,196089
491,2021-01-27,KL,5659,20,5006,Kerala,33406061,58323
492,2021-01-27,LD,0,0,0,Lakshadweep,"64,473",765
493,2021-01-27,MH,2171,32,2556,Maharashtra,112374333,150102
494,2021-01-27,ML,1,0,10,Meghalaya,2966889,1964
495,2021-01-27,MN,4,1,13,Manipur,2855794,1873
496,2021-01-27,MP,185,6,345,Madhya Pradesh,72626809,131099
497,2021-01-27,MZ,3,0,6,Mizoram,1097206,4782
498,2021-01-27,NL,2,0,40,Nagaland,1978502,3371
499,2021-01-27,PB,188,10,204,Punjab,27743338,33121
500,2021-01-27,RJ,134,1,305,Rajasthan,68548437,218831
501,2021-01-27,SK,1,0,3,Sikkim,610577,964
502,2021-01-27,TG,147,1,399,Telangana,35200000,58306
503,2021-01-27,TN,512,8,564,Tamil Nadu,72147030,54195
504,2021-01-27,TN,512,8,564,Tamil Nadu,67900000,54195
505,2021-01-27,TR,0,0,4,Tripura,3673917,12366
506,2021-01-27,TR,0,0,4,Tripura,3600000,12366
507,2021-01-27,UP,168,4,333,Uttar Pradesh,199812341,95724
508,2021-01-27,UT,85,3,96,Uttarakhand,10086292,9374
509,2021-01-27,WB,234,8,386,West Bengal,91276115,130937
510,2021-01-28,AN,0,0,2,Andaman and Nicobar Islands,380581,1956
511,2021-01-28,AP,117,0,128,Andhra Pradesh,49700000,117543
512,2021-01-28,AR,3,0,3,Arunachal Pradesh,1383727,5470
513,2021-01-28,AS,29,0,95,Assam,31205576,21430
514,2021-01-28,BR,134,2,281,Bihar,104099452,70412
515,2021-01-28,CH,36,0,24,Chandigarh,1055450,1821
516,2021-01-28,CT,6451,35,6479,Chhattisgarh,25545198,46869
517,2021-01-28,DL,199,6,119,Delhi,"16,787,941",35881
518,2021-01-28,GA,85,2,52,Goa,1458545,2394
519,2021-01-28,GJ,346,2,602,Gujarat,60439692,132621
520,2021-01-28,HP,60,0,52,Himachal Pradesh,6864602,13883
521,2021-01-28,HR,97,0,111,Haryana,25351462,87153
522,2021-01-28,JH,62,3,112,Jharkhand,32988134,15617
523,2021-01-28,JK,63,1,149,Jammu and Kashmir,12541302,17280
524,2021-01-28,KA,550,2,644,Karnataka,61095297,215875
525,2021-01-28,KL,5771,19,5594,Kerala,33406061,82794
526,2021-01-28,LD,0,0,0,Lakshadweep,"64,473",790
527,2021-01-28,MH,2889,50,3181,Maharashtra,112374333,189743
528,2021-01-28,ML,8,0,7,Meghalaya,2966889,2609
529,2021-01-28,MN,15,0,23,Manipur,2855794,1909
530,2021-01-28,MP,226,3,321,Madhya Pradesh,72626809,192628
531,2021-01-28,MZ,3,0,7,Mizoram,1097206,5391
532,2021-01-28,NL,1,0,5,Nagaland,1978502,3485
533,2021-01-28,PB,200,9,192,Punjab,27743338,39511
534,2021-01-28,RJ,85,2,188,Rajasthan,68548437,239877
535,2021-01-28,SK,5,0,3,Sikkim,610577,1431
536,2021-01-28,TG,186,1,306,Telangana,35200000,78713
537,2021-01-28,TN,503,6,544,Tamil Nadu,72147030,61290
538,2021-01-28,TN,503,6,544,Tamil Nadu,67900000,61290
539,2021-01-28,TR,0,0,3,Tripura,3673917,16668
540,2021-01-28,TR,0,0,3,Tripura,3600000,16668
541,2021-01-28,UP,248,6,380,Uttar Pradesh,199812341,268081
542,2021-01-28,UT,82,3,178,Uttarakhand,10086292,14440
543,2021-01-28,WB,289,9,367,West Bengal,91276115,161415
544,2021-01-29,AN,0,0,3,Andaman and Nicobar Islands,380581,2024
545,2021-01-29,AP,125,0,175,Andhra Pradesh,49700000,124647
546,2021-01-29,AR,0,0,2,Arunachal Pradesh,1383727,6106
547,2021-01-29,AS,20,0,102,Assam,31205576,29322
548,2021-01-29,BR,121,3,278,Bihar,104099452,73181
549,2021-01-29,CH,27,0,26,Chandigarh,1055450,1874
550,2021-01-29,CT,370,7,455,Chhattisgarh,25545198,47318
551,2021-01-29,DL,249,6,267,Delhi,"16,787,941",35937
552,2021-01-29,GA,78,1,103,Goa,1458545,2752
553,2021-01-29,GJ,335,1,463,Gujarat,60439692,187038
554,2021-01-29,HP,44,0,40,Himachal Pradesh,6864602,17978
555,2021-01-29,HR,107,1,154,Haryana,25351462,92685
556,2021-01-29,JH,45,1,86,Jharkhand,32988134,23685
557,2021-01-29,JK,76,1,215,Jammu and Kashmir,12541302,21124
558,2021-01-29,KA,468,2,607,Karnataka,61095297,234619
559,2021-01-29,KL,6268,22,6398,Kerala,33406061,110719
560,2021-01-29,LD,1,0,14,Lakshadweep,"64,473",807
561,2021-01-29,MH,2771,56,2613,Maharashtra,112374333,225132
562,2021-01-29,ML,4,0,11,Meghalaya,2966889,2925
563,2021-01-29,MN,15,1,25,Manipur,2855794,2394
564,2021-01-29,MP,171,3,297,Madhya Pradesh,72626809,234631
565,2021-01-29,MZ,1,0,5,Mizoram,1097206,7065
566,2021-01-29,NL,4,0,3,Nagaland,1978502,3509
567,2021-01-29,PB,254,11,208,Punjab,27743338,42210
568,2021-01-29,RJ,103,2,265,Rajasthan,68548437,302265
569,2021-01-29,SK,1,0,8,Sikkim,610577,1707
570,2021-01-29,TG,197,2,356,Telangana,35200000,92418
571,2021-01-29,TN,509,6,531,Tamil Nadu,72147030,66918
572,2021-01-29,TN,509,6,531,Tamil Nadu,67900000,66918
573,2021-01-29,TR,2,0,2,Tripura,3673917,19513
574,2021-01-29,TR,2,0,2,Tripura,3600000,19513
575,2021-01-29,UP,213,4,521,Uttar Pradesh,199812341,429946
576,2021-01-29,UT,78,0,116,Uttarakhand,10086292,20864
577,2021-01-29,WB,286,7,349,West Bengal,91276115,191566
578,2021-01-30,AN,0,0,1,Andaman and Nicobar Islands,380581,2060
579,2021-01-30,AP,129,1,147,Andhra Pradesh,49700000,133571
580,2021-01-30,AR,1,0,0,Arunachal Pradesh,1383727,6491
581,2021-01-30,AS,29,1,70,Assam,31205576,30573
582,2021-01-30,BR,123,4,187,Bihar,104099452,105751
583,2021-01-30,CH,17,0,25,Chandigarh,1055450,2206
584,2021-01-30,CT,413,9,502,Chhattisgarh,25545198,57446
585,2021-01-30,DL,183,8,290,Delhi,"16,787,941",44758
586,2021-01-30,GA,93,0,76,Goa,1458545,3464
587,2021-01-30,GJ,323,2,441,Gujarat,60439692,211551
588,2021-01-30,HP,94,2,52,Himachal Pradesh,6864602,22787
589,2021-01-30,HR,97,2,153,Haryana,25351462,95143
590,2021-01-30,JH,49,1,100,Jharkhand,32988134,31477
591,2021-01-30,JK,76,3,135,Jammu and Kashmir,12541302,21261
592,2021-01-30,KA,464,2,547,Karnataka,61095297,246438
593,2021-01-30,KL,6282,18,7032,Kerala,33406061,134225
594,2021-01-30,LD,9,0,16,Lakshadweep,"64,473",807
595,2021-01-30,MH,2630,42,1535,Maharashtra,112374333,233693
596,2021-01-30,ML,8,0,17,Meghalaya,2966889,3070
597,2021-01-30,MN,15,0,21,Manipur,2855794,2933
598,2021-01-30,MP,219,2,283,Madhya Pradesh,72626809,284782
599,2021-01-30,MZ,3,0,4,Mizoram,1097206,7977
600,2021-01-30,NL,2,0,2,Nagaland,1978502,3529
601,2021-01-30,PB,224,8,146,Punjab,27743338,45648
602,2021-01-30,RJ,104,1,238,Rajasthan,68548437,307923
603,2021-01-30,SK,3,0,6,Sikkim,610577,1707
604,2021-01-30,TG,186,2,367,Telangana,35200000,95000
605,2021-01-30,TN,505,5,526,Tamil Nadu,72147030,76934
606,2021-01-30,TN,505,5,526,Tamil Nadu,67900000,76934
607,2021-01-30,TR,2,0,2,Tripura,3673917,21342
608,2021-01-30,TR,2,0,2,Tripura,3600000,21342
609,2021-01-30,UP,242,4,474,Uttar Pradesh,199812341,433040
610,2021-01-30,UT,82,1,167,Uttarakhand,10086292,23922
611,2021-01-30,WB,310,9,341,West Bengal,91276115,214018
612,2021-01-31,AN,0,0,0,Andaman and Nicobar Islands,380581,2060
613,2021-01-31,AP,116,0,127,Andhra Pradesh,49700000,133623
614,2021-01-31,AR,0,0,1,Arunachal Pradesh,1383727,6525
615,2021-01-31,AS,21,0,54,Assam,31205576,30688
616,2021-01-31,BR,116,2,162,Bihar,104099452,108889
617,2021-01-31,CH,26,0,12,Chandigarh,1055450,2217
618,2021-01-31,CT,265,3,195,Chhattisgarh,25545198,57455
619,2021-01-31,DL,140,4,211,Delhi,"16,787,941",44840
620,2021-01-31,GA,53,2,60,Goa,1458545,3466
621,2021-01-31,GJ,316,0,335,Gujarat,60439692,251207
622,2021-01-31,HP,42,3,32,Himachal Pradesh,6864602,22798
623,2021-01-31,HR,92,1,110,Haryana,25351462,95245
624,2021-01-31,JH,41,1,63,Jharkhand,32988134,31672
625,2021-01-31,JK,57,0,70,Jammu and Kashmir,12541302,21268
626,2021-01-31,KA,522,4,465,Karnataka,61095297,247613
627,2021-01-31,KL,5266,21,5730,Kerala,33406061,140906
628,2021-01-31,LD,8,0,19,Lakshadweep,"64,473",807
629,2021-01-31,MH,2585,40,1670,Maharashtra,112374333,234150
630,2021-01-31,ML,3,0,9,Meghalaya,2966889,3076
631,2021-01-31,MN,16,0,8,Manipur,2855794,2947
632,2021-01-31,MP,226,3,318,Madhya Pradesh,72626809,285481
633,2021-01-31,MZ,6,0,8,Mizoram,1097206,7977
634,2021-01-31,NL,4,0,0,Nagaland,1978502,3530
635,2021-01-31,PB,192,6,242,Punjab,27743338,45738
636,2021-01-31,RJ,95,0,194,Rajasthan,68548437,309565
637,2021-01-31,SK,2,0,9,Sikkim,610577,1709
638,2021-01-31,TG,163,1,276,Telangana,35200000,95057
639,2021-01-31,TN,508,6,523,Tamil Nadu,72147030,77809
640,2021-01-31,TN,508,6,523,Tamil Nadu,67900000,77809
641,2021-01-31,TR,0,0,0,Tripura,3673917,21367
642,2021-01-31,TR,0,0,0,Tripura,3600000,21367
643,2021-01-31,UP,220,8,369,Uttar Pradesh,199812341,434185
644,2021-01-31,UT,61,1,86,Uttarakhand,10086292,26517
645,2021-01-31,WB,229,9,338,West Bengal,91276115,214256
646,2021-02-02,AN,0,0,0,Andaman and Nicobar Islands,380581,2060
647,2021-02-02,AP,104,2,147,Andhra Pradesh,49700000,133646
648,2021-02-02,AR,1,0,0,Arunachal Pradesh,1383727,6668
649,2021-02-02,AS,7,0,37,Assam,31205576,34848
650,2021-02-02,BR,118,4,173,Bihar,104099452,181290
651,2021-02-02,CH,22,1,15,Chandigarh,1055450,2492
652,2021-02-02,CT,330,5,276,Chhattisgarh,25545198,64509
653,2021-02-02,DL,114,2,160,Delhi,"16,787,941",62086
654,2021-02-02,GA,106,0,62,Goa,1458545,4720
655,2021-02-02,GJ,285,1,422,Gujarat,60439692,306639
656,2021-02-02,HP,26,1,38,Himachal Pradesh,6864602,34218
657,2021-02-02,HR,78,1,103,Haryana,25351462,97213
658,2021-02-02,JH,59,2,81,Jharkhand,32988134,46900
659,2021-02-02,JK,44,2,83,Jammu and Kashmir,12541302,21352
660,2021-02-02,KA,395,3,412,Karnataka,61095297,250715
661,2021-02-02,KL,5716,16,5747,Kerala,33406061,204449
662,2021-02-02,LD,20,0,0,Lakshadweep,"64,473",807
663,2021-02-02,MH,1927,30,4011,Maharashtra,112374333,284107
664,2021-02-02,ML,4,1,9,Meghalaya,2966889,3451
665,2021-02-02,MN,5,0,6,Manipur,2855794,3614
666,2021-02-02,MP,168,3,296,Madhya Pradesh,72626809,286868
667,2021-02-02,MZ,1,0,1,Mizoram,1097206,8462
668,2021-02-02,NL,2,0,0,Nagaland,1978502,3630
669,2021-02-02,PB,204,12,171,Punjab,27743338,49663
670,2021-02-02,RJ,87,2,235,Rajasthan,68548437,319352
671,2021-02-02,SK,5,2,2,Sikkim,610577,2336
672,2021-02-02,TG,152,1,221,Telangana,35200000,96413
673,2021-02-02,TN,510,4,521,Tamil Nadu,72147030,91094
674,2021-02-02,TN,510,4,521,Tamil Nadu,67900000,91094
675,2021-02-02,TR,0,0,2,Tripura,3673917,24202
676,2021-02-02,TR,0,0,2,Tripura,3600000,24202
677,2021-02-02,UP,172,6,462,Uttar Pradesh,199812341,435502
678,2021-02-02,UT,47,3,80,Uttarakhand,10086292,39523
679,2021-02-02,WB,203,9,309,West Bengal,91276115,259341
680,2021-02-03,AN,0,0,0,Andaman and Nicobar Islands,380581,8724
681,2021-02-03,AP,95,1,129,Andhra Pradesh,49700000,702035
682,2021-02-03,AR,0,0,2,Arunachal Pradesh,1383727,37490
683,2021-02-03,AS,14,0,59,Assam,31205576,246658
684,2021-02-03,BR,92,3,138,Bihar,104099452,658177
685,2021-02-03,CH,36,1,31,Chandigarh,1055450,21667
686,2021-02-03,CT,351,7,202,Chhattisgarh,25545198,459117
687,2021-02-03,DL,150,6,153,Delhi,"16,787,941",428377
688,2021-02-03,GA,63,0,70,Goa,1458545,27005
689,2021-02-03,GJ,283,2,528,Gujarat,60439692,1153267
690,2021-02-03,HP,59,1,14,Himachal Pradesh,6864602,132714
691,2021-02-03,HR,69,1,104,Haryana,25351462,290716
692,2021-02-03,JH,46,2,80,Jharkhand,32988134,332286
693,2021-02-03,JK,65,3,61,Jammu and Kashmir,12541302,258723
694,2021-02-03,KA,426,2,433,Karnataka,61095297,845726
695,2021-02-03,KL,6356,20,6380,Kerala,33406061,653199
696,2021-02-03,LD,3,0,5,Lakshadweep,"64,473",1931
697,2021-02-03,MH,2992,30,7030,Maharashtra,112374333,1251419
698,2021-02-03,ML,6,0,10,Meghalaya,2966889,46335
699,2021-02-03,MN,9,1,35,Manipur,2855794,53731
700,2021-02-03,MP,258,1,250,Madhya Pradesh,72626809,846487
701,2021-02-03,MZ,3,0,3,Mizoram,1097206,33404
702,2021-02-03,NL,16,0,5,Nagaland,1978502,33666
703,2021-02-03,PB,187,0,179,Punjab,27743338,199021
704,2021-02-03,RJ,92,2,196,Rajasthan,68548437,1213860
705,2021-02-03,SK,2,0,1,Sikkim,610577,20991
706,2021-02-03,TG,185,2,197,Telangana,35200000,426555
707,2021-02-03,TN,514,4,533,Tamil Nadu,72147030,357600
708,2021-02-03,TN,514,4,533,Tamil Nadu,67900000,357600
709,2021-02-03,TR,0,0,0,Tripura,3673917,116435
710,2021-02-03,TR,0,0,0,Tripura,3600000,116435
711,2021-02-03,UP,195,6,431,Uttar Pradesh,199812341,1681659
712,2021-02-03,UT,54,4,95,Uttarakhand,10086292,183073
713,2021-02-03,WB,201,7,303,West Bengal,91276115,1170037
714,2021-02-04,AN,0,0,0,Andaman and Nicobar Islands,380581,21302
715,2021-02-04,AP,79,0,87,Andhra Pradesh,49700000,2763733
716,2021-02-04,AR,0,0,1,Arunachal Pradesh,1383727,99301
717,2021-02-04,AS,11,1,30,Assam,31205576,1152229
718,2021-02-04,BR,64,2,109,Bihar,104099452,2992429
719,2021-02-04,CH,21,1,19,Chandigarh,1055450,75016
720,2021-02-04,CT,373,6,387,Chhattisgarh,25545198,2371229
721,2021-02-04,DL,158,7,165,Delhi,"16,787,941",1045243
722,2021-02-04,GA,79,2,56,Goa,1458545,123548
723,2021-02-04,GJ,275,1,330,Gujarat,60439692,6270235
724,2021-02-04,HP,47,1,16,Himachal Pradesh,6864602,516180
725,2021-02-04,HR,73,2,128,Haryana,25351462,1615844
726,2021-02-04,JH,58,0,64,Jharkhand,32988134,1705795
727,2021-02-04,JK,60,2,75,Jammu and Kashmir,12541302,853809
728,2021-02-04,KA,474,2,470,Karnataka,61095297,3995093
729,2021-02-04,KL,6102,17,6341,Kerala,33406061,2641758
730,2021-02-04,LD,4,0,0,Lakshadweep,"64,473",6698
731,2021-02-04,MH,2736,46,5339,Maharashtra,112374333,5577437
732,2021-02-04,ML,20,0,9,Meghalaya,2966889,119583
733,2021-02-04,MN,13,0,11,Manipur,2855794,115494
734,2021-02-04,MP,166,2,263,Madhya Pradesh,72626809,3641562
735,2021-02-04,MZ,0,0,5,Mizoram,1097206,71848
736,2021-02-04,NL,4,0,6,Nagaland,1978502,84131
737,2021-02-04,PB,196,7,160,Punjab,27743338,1019281
738,2021-02-04,RJ,139,0,192,Rajasthan,68548437,5981285
739,2021-02-04,SK,5,0,9,Sikkim,610577,78835
740,2021-02-04,TG,177,2,198,Telangana,35200000,1189488
741,2021-02-04,TN,494,4,517,Tamil Nadu,72147030,3030513
742,2021-02-04,TN,494,4,517,Tamil Nadu,67900000,3030513
743,2021-02-04,TR,0,0,5,Tripura,3673917,706223
744,2021-02-04,TR,0,0,5,Tripura,3600000,706223
745,2021-02-04,UP,133,6,263,Uttar Pradesh,199812341,6043860
746,2021-02-04,UT,103,4,92,Uttarakhand,10086292,729595
747,2021-02-04,WB,206,4,301,West Bengal,91276115,5416108
748,2021-02-13,AN,2,0,4,Andaman and Nicobar Islands,380581,3040
749,2021-02-13,AP,54,0,71,Andhra Pradesh,49700000,319740
750,2021-02-13,AR,0,0,1,Arunachal Pradesh,1383727,13707
751,2021-02-13,AS,3,1,28,Assam,31205576,124056
752,2021-02-13,BR,44,2,80,Bihar,104099452,451761
753,2021-02-13,CH,17,1,35,Chandigarh,1055450,6826
754,2021-02-13,CT,229,5,256,Chhattisgarh,25545198,249169
755,2021-02-13,DL,126,0,138,Delhi,"16,787,941",180141
756,2021-02-13,GA,41,1,51,Goa,1458545,13586
757,2021-02-13,GJ,279,0,283,Gujarat,60439692,759801
758,2021-02-13,HP,59,1,38,Himachal Pradesh,6864602,77192
759,2021-02-13,HR,82,4,70,Haryana,25351462,178657
760,2021-02-13,JH,41,1,29,Jharkhand,32988134,197934
761,2021-02-13,JK,60,1,77,Jammu and Kashmir,12541302,118399
762,2021-02-13,KA,419,4,430,Karnataka,61095297,435685
763,2021-02-13,KL,5471,16,5835,Kerala,33406061,338167
764,2021-02-13,LD,36,0,15,Lakshadweep,"64,473",1575
765,2021-02-13,MH,3611,38,1773,Maharashtra,112374333,652971
766,2021-02-13,ML,5,0,3,Meghalaya,2966889,12996
767,2021-02-13,MN,17,0,7,Manipur,2855794,20866
768,2021-02-13,MP,194,0,227,Madhya Pradesh,72626809,548275
769,2021-02-13,MZ,1,0,0,Mizoram,1097206,10254
770,2021-02-13,NL,7,0,7,Nagaland,1978502,9041
771,2021-02-13,PB,260,4,221,Punjab,27743338,92050
772,2021-02-13,RJ,110,1,107,Rajasthan,68548437,585570
773,2021-02-13,SK,0,0,2,Sikkim,610577,8042
774,2021-02-13,TG,151,0,185,Telangana,35200000,211719
775,2021-02-13,TN,477,5,482,Tamil Nadu,72147030,195870
776,2021-02-13,TN,477,5,482,Tamil Nadu,67900000,195870
777,2021-02-13,TR,0,0,0,Tripura,3673917,61844
778,2021-02-13,TR,0,0,0,Tripura,3600000,61844
779,2021-02-13,UP,88,1,221,Uttar Pradesh,199812341,864381
780,2021-02-13,UT,44,2,47,Uttarakhand,10086292,110369
781,2021-02-13,WB,185,1,257,West Bengal,91276115,481827
782,2021-02-14,AN,0,0,0,Andaman and Nicobar Islands,380581,3040
783,2021-02-14,AP,55,0,117,Andhra Pradesh,49700000,319743
784,2021-02-14,AR,0,0,1,Arunachal Pradesh,1383727,13730
785,2021-02-14,AS,5,0,15,Assam,31205576,124177
786,2021-02-14,BR,51,1,78,Bihar,104099452,452991
787,2021-02-14,CH,18,1,13,Chandigarh,1055450,6829
788,2021-02-14,CT,169,1,165,Chhattisgarh,25545198,250235
789,2021-02-14,DL,150,2,158,Delhi,"16,787,941",180143
790,2021-02-14,GA,42,1,79,Goa,1458545,13586
791,2021-02-14,GJ,247,1,270,Gujarat,60439692,761555
792,2021-02-14,HP,21,2,132,Himachal Pradesh,6864602,77192
793,2021-02-14,HR,77,0,70,Haryana,25351462,178664
794,2021-02-14,JH,41,1,29,Jharkhand,32988134,205424
795,2021-02-14,JK,73,2,65,Jammu and Kashmir,12541302,119015
796,2021-02-14,KA,414,2,486,Karnataka,61095297,435835
797,2021-02-14,KL,4612,15,4692,Kerala,33406061,340452
798,2021-02-14,LD,9,0,2,Lakshadweep,"64,473",1575
799,2021-02-14,MH,4092,40,1355,Maharashtra,112374333,653305
800,2021-02-14,ML,5,0,22,Meghalaya,2966889,12997
801,2021-02-14,MN,13,0,4,Manipur,2855794,21453
802,2021-02-14,MP,223,5,205,Madhya Pradesh,72626809,548469
803,2021-02-14,MZ,0,0,3,Mizoram,1097206,10440
804,2021-02-14,NL,6,0,9,Nagaland,1978502,9298
805,2021-02-14,PB,234,3,204,Punjab,27743338,92050
806,2021-02-14,RJ,103,0,103,Rajasthan,68548437,586110
807,2021-02-14,SK,2,0,5,Sikkim,610577,8042
808,2021-02-14,TG,146,2,177,Telangana,35200000,212538
809,2021-02-14,TN,470,6,479,Tamil Nadu,72147030,196467
810,2021-02-14,TN,470,6,479,Tamil Nadu,67900000,196467
811,2021-02-14,TR,0,0,1,Tripura,3673917,61859
812,2021-02-14,TR,0,0,1,Tripura,3600000,61859
813,2021-02-14,UP,101,3,156,Uttar Pradesh,199812341,864489
814,2021-02-14,UT,54,0,1,Uttarakhand,10086292,111986
815,2021-02-14,WB,190,2,262,West Bengal,91276115,485365
816,2021-02-15,AN,0,0,0,Andaman and Nicobar Islands,380581,3467
817,2021-02-15,AP,30,1,69,Andhra Pradesh,49700000,345830
818,2021-02-15,AR,1,0,1,Arunachal Pradesh,1383727,17018
819,2021-02-15,AS,11,2,16,Assam,31205576,128424
820,2021-02-15,BR,44,2,79,Bihar,104099452,483813
821,2021-02-15,CH,26,0,24,Chandigarh,1055450,7332
822,2021-02-15,CT,274,5,488,Chhattisgarh,25545198,277098
823,2021-02-15,DL,141,2,134,Delhi,"16,787,941",197031
824,2021-02-15,GA,40,2,59,Goa,1458545,14279
825,2021-02-15,GJ,249,0,280,Gujarat,60439692,783293
826,2021-02-15,HP,21,0,34,Himachal Pradesh,6864602,80952
827,2021-02-15,HR,108,0,57,Haryana,25351462,188482
828,2021-02-15,JH,38,2,33,Jharkhand,32988134,219873
829,2021-02-15,JK,64,0,69,Jammu and Kashmir,12541302,136032
830,2021-02-15,KA,368,2,430,Karnataka,61095297,462838
831,2021-02-15,KL,2884,13,5073,Kerala,33406061,357263
832,2021-02-15,LD,1,0,7,Lakshadweep,"64,473",1575
833,2021-02-15,MH,3365,23,3105,Maharashtra,112374333,687137
834,2021-02-15,ML,0,0,21,Meghalaya,2966889,15270
835,2021-02-15,MN,8,0,7,Manipur,2855794,24428
836,2021-02-15,MP,203,4,194,Madhya Pradesh,72626809,565957
837,2021-02-15,MZ,0,1,1,Mizoram,1097206,11394
838,2021-02-15,NL,0,0,15,Nagaland,1978502,11374
839,2021-02-15,PB,222,10,217,Punjab,27743338,97181
840,2021-02-15,RJ,82,0,126,Rajasthan,68548437,611493
841,2021-02-15,SK,0,0,2,Sikkim,610577,8252
842,2021-02-15,TG,99,2,169,Telangana,35200000,231322
843,2021-02-15,TN,455,6,477,Tamil Nadu,72147030,205097
844,2021-02-15,TN,455,6,477,Tamil Nadu,67900000,205097
845,2021-02-15,TR,0,0,0,Tripura,3673917,68497
846,2021-02-15,TR,0,0,0,Tripura,3600000,68497
847,2021-02-15,UP,58,2,122,Uttar Pradesh,199812341,975211
848,2021-02-15,UT,47,0,99,Uttarakhand,10086292,119761
849,2021-02-15,WB,133,1,258,West Bengal,91276115,525918
850,2021-02-16,AN,4,0,5,Andaman and Nicobar Islands,380581,3467
851,2021-02-16,AP,60,0,140,Andhra Pradesh,49700000,370880
852,2021-02-16,AR,0,0,0,Arunachal Pradesh,1383727,17130
853,2021-02-16,AS,5,0,14,Assam,31205576,132946
854,2021-02-16,BR,56,1,78,Bihar,104099452,485733
855,2021-02-16,CH,29,1,24,Chandigarh,1055450,8018
856,2021-02-16,CT,250,6,378,Chhattisgarh,25545198,294241
857,2021-02-16,DL,94,1,110,Delhi,"16,787,941",214273
858,2021-02-16,GA,48,3,66,Goa,1458545,14463
