,Date,abbreviation,Confirmed,Deceased,Recovered,State,population,Total Doses Administered
859,2021-02-16,GJ,263,1,271,Gujarat,60439692,799296
860,2021-02-16,HP,19,0,47,Himachal Pradesh,6864602,84718
861,2021-02-16,HR,86,1,169,Haryana,25351462,190197
862,2021-02-16,JH,32,-1,39,Jharkhand,32988134,228558
863,2021-02-16,JK,58,0,46,Jammu and Kashmir,12541302,150271
864,2021-02-16,KA,438,6,344,Karnataka,61095297,501618
865,2021-02-16,KL,4937,18,5439,Kerala,33406061,382629
866,2021-02-16,LD,17,0,15,Lakshadweep,"64,473",1613
867,2021-02-16,MH,3663,39,2700,Maharashtra,112374333,719944
868,2021-02-16,ML,2,0,30,Meghalaya,2966889,17969
869,2021-02-16,MN,9,0,2,Manipur,2855794,27506
870,2021-02-16,MP,233,3,221,Madhya Pradesh,72626809,567591
871,2021-02-16,MZ,3,0,1,Mizoram,1097206,11402
872,2021-02-16,NL,1,2,16,Nagaland,1978502,13855
873,2021-02-16,PB,247,5,198,Punjab,27743338,102258
874,2021-02-16,RJ,60,0,168,Rajasthan,68548437,626481
875,2021-02-16,SK,3,0,1,Sikkim,610577,9006
876,2021-02-16,TG,129,1,161,Telangana,35200000,290997
877,2021-02-16,TN,451,7,470,Tamil Nadu,72147030,215964
878,2021-02-16,TN,451,7,470,Tamil Nadu,67900000,215964
879,2021-02-16,TR,0,0,0,Tripura,3673917,68681
880,2021-02-16,TR,0,0,0,Tripura,3600000,68681
881,2021-02-16,UP,105,0,217,Uttar Pradesh,199812341,975907
882,2021-02-16,UT,53,2,96,Uttarakhand,10086292,126204
883,2021-02-16,WB,151,2,255,West Bengal,91276115,528075
884,2021-02-17,AN,1,0,1,Andaman and Nicobar Islands,380581,3664
885,2021-02-17,AP,51,2,57,Andhra Pradesh,49700000,402851
886,2021-02-17,AR,0,0,0,Arunachal Pradesh,1383727,17136
887,2021-02-17,AS,21,1,13,Assam,31205576,134325
888,2021-02-17,BR,38,1,82,Bihar,104099452,496507
889,2021-02-17,CH,29,1,19,Chandigarh,1055450,8561
890,2021-02-17,CT,311,5,202,Chhattisgarh,25545198,312728
891,2021-02-17,DL,134,0,75,Delhi,"16,787,941",231544
892,2021-02-17,GA,46,2,39,Goa,1458545,15040
893,2021-02-17,GJ,278,1,273,Gujarat,60439692,806425
894,2021-02-17,HP,34,0,50,Himachal Pradesh,6864602,90616
895,2021-02-17,HR,82,1,74,Haryana,25351462,195563
896,2021-02-17,JH,45,0,39,Jharkhand,32988134,241010
897,2021-02-17,JK,84,0,56,Jammu and Kashmir,12541302,151145
898,2021-02-17,KA,378,3,537,Karnataka,61095297,560044
899,2021-02-17,KL,4892,16,4832,Kerala,33406061,392764
900,2021-02-17,LD,10,0,6,Lakshadweep,"64,473",1613
901,2021-02-17,MH,4787,40,3853,Maharashtra,112374333,768695
902,2021-02-17,ML,1,0,23,Meghalaya,2966889,21964
903,2021-02-17,MN,10,0,2,Manipur,2855794,31661
904,2021-02-17,MP,251,1,243,Madhya Pradesh,72626809,587658
905,2021-02-17,MZ,1,0,1,Mizoram,1097206,12755
906,2021-02-17,NL,0,0,5,Nagaland,1978502,15897
907,2021-02-17,PB,341,10,179,Punjab,27743338,106279
908,2021-02-17,RJ,101,1,108,Rajasthan,68548437,747482
909,2021-02-17,SK,0,0,1,Sikkim,610577,9714
910,2021-02-17,TG,148,1,150,Telangana,35200000,291913
911,2021-02-17,TN,454,6,462,Tamil Nadu,72147030,227737
912,2021-02-17,TN,454,6,462,Tamil Nadu,67900000,227737
913,2021-02-17,TR,2,0,0,Tripura,3673917,72074
914,2021-02-17,TR,2,0,0,Tripura,3600000,72074
915,2021-02-17,UP,57,3,226,Uttar Pradesh,199812341,976088
916,2021-02-17,UT,44,1,53,Uttarakhand,10086292,131225
917,2021-02-17,WB,133,2,249,West Bengal,91276115,551037
918,2021-02-18,AN,0,0,0,Andaman and Nicobar Islands,380581,3846
919,2021-02-18,AP,67,1,54,Andhra Pradesh,49700000,414038
920,2021-02-18,AR,3,0,1,Arunachal Pradesh,1383727,20421
921,2021-02-18,AS,14,1,11,Assam,31205576,142950
922,2021-02-18,BR,63,2,68,Bihar,104099452,529891
923,2021-02-18,CH,30,0,22,Chandigarh,1055450,9187
924,2021-02-18,CT,276,2,278,Chhattisgarh,25545198,329628
925,2021-02-18,DL,130,2,153,Delhi,"16,787,941",252843
926,2021-02-18,GA,52,0,51,Goa,1458545,14303
927,2021-02-18,GJ,263,0,270,Gujarat,60439692,799523
928,2021-02-18,HP,16,0,69,Himachal Pradesh,6864602,88620
929,2021-02-18,HR,83,1,94,Haryana,25351462,206032
930,2021-02-18,JH,38,0,37,Jharkhand,32988134,249047
931,2021-02-18,JK,87,3,53,Jammu and Kashmir,12541302,166429
932,2021-02-18,KA,406,6,306,Karnataka,61095297,537677
933,2021-02-18,KL,4584,14,5193,Kerala,33406061,401317
934,2021-02-18,LD,2,0,3,Lakshadweep,"64,473",1674
935,2021-02-18,MH,5427,38,2543,Maharashtra,112374333,810906
936,2021-02-18,ML,1,0,24,Meghalaya,2966889,25231
937,2021-02-18,MN,2,0,10,Manipur,2855794,34103
938,2021-02-18,MP,241,2,193,Madhya Pradesh,72626809,598328
939,2021-02-18,MZ,3,0,3,Mizoram,1097206,14305
940,2021-02-18,NL,1,1,6,Nagaland,1978502,18021
941,2021-02-18,PB,268,10,169,Punjab,27743338,107749
942,2021-02-18,RJ,104,1,77,Rajasthan,68548437,732405
943,2021-02-18,SK,5,0,1,Sikkim,610577,10339
944,2021-02-18,TG,163,2,101,Telangana,35200000,325420
945,2021-02-18,TN,457,6,470,Tamil Nadu,72147030,234412
946,2021-02-18,TN,457,6,470,Tamil Nadu,67900000,234412
947,2021-02-18,TR,2,0,1,Tripura,3673917,79660
948,2021-02-18,TR,2,0,1,Tripura,3600000,79660
949,2021-02-18,UP,143,4,256,Uttar Pradesh,199812341,1054867
950,2021-02-18,UT,41,1,30,Uttarakhand,10086292,135708
951,2021-02-18,WB,181,2,243,West Bengal,91276115,563290
952,2021-02-19,AN,0,0,4,Andaman and Nicobar Islands,380581,4898
953,2021-02-19,AP,79,1,77,Andhra Pradesh,49700000,476505
954,2021-02-19,AR,0,0,0,Arunachal Pradesh,1383727,23982
955,2021-02-19,AS,23,0,19,Assam,31205576,156552
956,2021-02-19,BR,67,1,75,Bihar,104099452,547003
957,2021-02-19,CH,19,0,13,Chandigarh,1055450,10065
958,2021-02-19,CT,259,3,222,Chhattisgarh,25545198,348220
959,2021-02-19,DL,158,1,157,Delhi,"16,787,941",283629
960,2021-02-19,GA,45,1,56,Goa,1458545,16002
961,2021-02-19,GJ,266,1,277,Gujarat,60439692,843816
962,2021-02-19,HP,32,0,35,Himachal Pradesh,6864602,100648
963,2021-02-19,HR,93,0,94,Haryana,25351462,218170
964,2021-02-19,JH,51,0,51,Jharkhand,32988134,262687
965,2021-02-19,JK,81,0,67,Jammu and Kashmir,12541302,181492
966,2021-02-19,KA,386,5,291,Karnataka,61095297,637368
967,2021-02-19,KL,4505,15,4854,Kerala,33406061,432564
968,2021-02-19,LD,9,0,14,Lakshadweep,"64,473",1770
969,2021-02-19,MH,6112,44,2159,Maharashtra,112374333,853374
970,2021-02-19,ML,5,0,22,Meghalaya,2966889,29028
971,2021-02-19,MN,5,0,3,Manipur,2855794,37210
972,2021-02-19,MP,297,2,250,Madhya Pradesh,72626809,616805
973,2021-02-19,MZ,6,0,1,Mizoram,1097206,16672
974,2021-02-19,NL,0,0,9,Nagaland,1978502,21930
975,2021-02-19,PB,383,8,214,Punjab,27743338,122526
976,2021-02-19,RJ,93,1,98,Rajasthan,68548437,790236
977,2021-02-19,SK,1,0,5,Sikkim,610577,11993
978,2021-02-19,TG,165,1,149,Telangana,35200000,355287
979,2021-02-19,TN,448,7,467,Tamil Nadu,72147030,256388
980,2021-02-19,TN,448,7,467,Tamil Nadu,67900000,256388
981,2021-02-19,TR,0,0,0,Tripura,3673917,90564
982,2021-02-19,TR,0,0,0,Tripura,3600000,90564
983,2021-02-19,UP,39,1,90,Uttar Pradesh,199812341,1234270
984,2021-02-19,UT,26,2,68,Uttarakhand,10086292,143945
985,2021-02-19,WB,194,3,238,West Bengal,91276115,632088
986,2021-02-20,AN,0,0,1,Andaman and Nicobar Islands,380581,5653
987,2021-02-20,AP,54,0,70,Andhra Pradesh,49700000,501288
988,2021-02-20,AR,0,0,0,Arunachal Pradesh,1383727,24238
989,2021-02-20,AS,16,0,18,Assam,31205576,163919
990,2021-02-20,BR,57,2,57,Bihar,104099452,557762
991,2021-02-20,CH,26,1,12,Chandigarh,1055450,11125
992,2021-02-20,CT,263,2,198,Chhattisgarh,25545198,362135
993,2021-02-20,DL,152,1,179,Delhi,"16,787,941",309410
994,2021-02-20,GA,57,0,62,Goa,1458545,17395
995,2021-02-20,GJ,258,0,270,Gujarat,60439692,869257
996,2021-02-20,HP,22,0,68,Himachal Pradesh,6864602,106400
997,2021-02-20,HR,111,0,108,Haryana,25351462,223857
998,2021-02-20,JH,37,0,45,Jharkhand,32988134,271129
999,2021-02-20,JK,68,0,70,Jammu and Kashmir,12541302,192355
1000,2021-02-20,KA,490,5,389,Karnataka,61095297,663860
1001,2021-02-20,KL,4650,13,5841,Kerala,33406061,445561
1002,2021-02-20,LD,5,0,11,Lakshadweep,"64,473",1770
1003,2021-02-20,MH,6281,40,2567,Maharashtra,112374333,913658
1004,2021-02-20,ML,1,0,13,Meghalaya,2966889,31111
1005,2021-02-20,MN,3,0,4,Manipur,2855794,38877
1006,2021-02-20,MP,257,4,213,Madhya Pradesh,72626809,635446
1007,2021-02-20,MZ,2,0,4,Mizoram,1097206,16918
1008,2021-02-20,NL,0,0,2,Nagaland,1978502,23239
1009,2021-02-20,PB,352,8,264,Punjab,27743338,128999
1010,2021-02-20,RJ,98,1,66,Rajasthan,68548437,810063
1011,2021-02-20,SK,1,0,2,Sikkim,610577,12921
1012,2021-02-20,TG,157,0,157,Telangana,35200000,357179
1013,2021-02-20,TN,438,6,459,Tamil Nadu,72147030,269873
1014,2021-02-20,TN,438,6,459,Tamil Nadu,67900000,269873
1015,2021-02-20,TR,35,0,0,Tripura,3673917,92289
1016,2021-02-20,TR,35,0,0,Tripura,3600000,92289
1017,2021-02-20,UP,114,2,200,Uttar Pradesh,199812341,1236861
1018,2021-02-20,UT,-374,0,-265,Uttarakhand,10086292,146541
1019,2021-02-20,WB,193,4,235,West Bengal,91276115,664855
1020,2021-02-21,AN,0,0,0,Andaman and Nicobar Islands,380581,5653
1021,2021-02-21,AP,88,0,72,Andhra Pradesh,49700000,509044
1022,2021-02-21,AR,0,0,0,Arunachal Pradesh,1383727,24238
1023,2021-02-21,AS,9,0,18,Assam,31205576,165621
1024,2021-02-21,BR,94,1,58,Bihar,104099452,558309
1025,2021-02-21,CH,28,0,11,Chandigarh,1055450,11125
1026,2021-02-21,CT,153,5,138,Chhattisgarh,25545198,363144
1027,2021-02-21,DL,145,2,97,Delhi,"16,787,941",309419
1028,2021-02-21,GA,39,0,44,Goa,1458545,17395
1029,2021-02-21,GJ,283,1,264,Gujarat,60439692,870310
1030,2021-02-21,HP,19,1,36,Himachal Pradesh,6864602,106629
1031,2021-02-21,HR,121,0,76,Haryana,25351462,224225
1032,2021-02-21,JH,31,1,36,Jharkhand,32988134,273466
1033,2021-02-21,JK,84,0,63,Jammu and Kashmir,12541302,192581
1034,2021-02-21,KA,413,2,353,Karnataka,61095297,665580
1035,2021-02-21,KL,4070,15,4345,Kerala,33406061,445939
1036,2021-02-21,LD,3,0,12,Lakshadweep,"64,473",1770
1037,2021-02-21,MH,6971,35,2417,Maharashtra,112374333,917962
1038,2021-02-21,ML,0,0,4,Meghalaya,2966889,31142
1039,2021-02-21,MN,4,0,8,Manipur,2855794,39179
1040,2021-02-21,MP,299,4,238,Madhya Pradesh,72626809,636057
1041,2021-02-21,MZ,2,0,0,Mizoram,1097206,16918
1042,2021-02-21,NL,1,0,6,Nagaland,1978502,23333
1043,2021-02-21,PB,348,6,206,Punjab,27743338,129510
1044,2021-02-21,RJ,82,0,137,Rajasthan,68548437,810077
1045,2021-02-21,SK,4,0,5,Sikkim,610577,12921
1046,2021-02-21,TG,163,1,146,Telangana,35200000,357467
1047,2021-02-21,TN,452,3,460,Tamil Nadu,72147030,270487
1048,2021-02-21,TN,452,3,460,Tamil Nadu,67900000,270487
1049,2021-02-21,TR,0,0,0,Tripura,3673917,92291
1050,2021-02-21,TR,0,0,0,Tripura,3600000,92291
1051,2021-02-21,UP,79,1,141,Uttar Pradesh,199812341,1237359
1052,2021-02-21,UT,30,1,16,Uttarakhand,10086292,146976
1053,2021-02-21,WB,182,3,233,West Bengal,91276115,669761
1054,2021-02-22,AN,1,0,0,Andaman and Nicobar Islands,380581,6856
1055,2021-02-22,AP,41,0,71,Andhra Pradesh,49700000,534507
1056,2021-02-22,AR,0,0,0,Arunachal Pradesh,1383727,26904
1057,2021-02-22,AS,14,0,18,Assam,31205576,178910
1058,2021-02-22,BR,84,1,59,Bihar,104099452,579548
1059,2021-02-22,CH,38,1,18,Chandigarh,1055450,12291
1060,2021-02-22,CT,274,6,382,Chhattisgarh,25545198,380439
1061,2021-02-22,DL,128,1,157,Delhi,"16,787,941",336544
1062,2021-02-22,GA,29,0,53,Goa,1458545,18143
1063,2021-02-22,GJ,315,1,272,Gujarat,60439692,884999
1064,2021-02-22,HP,18,0,25,Himachal Pradesh,6864602,108120
1065,2021-02-22,HR,106,0,93,Haryana,25351462,244791
1066,2021-02-22,JH,41,1,45,Jharkhand,32988134,281976
1067,2021-02-22,JK,58,0,44,Jammu and Kashmir,12541302,204193
1068,2021-02-22,KA,317,5,287,Karnataka,61095297,705083
1069,2021-02-22,KL,2212,16,5037,Kerala,33406061,469633
1070,2021-02-22,LD,15,0,11,Lakshadweep,"64,473",1830
1071,2021-02-22,MH,5210,18,5035,Maharashtra,112374333,975061
1072,2021-02-22,ML,2,0,2,Meghalaya,2966889,34056
1073,2021-02-22,MN,3,0,34,Manipur,2855794,40640
1074,2021-02-22,MP,294,0,241,Madhya Pradesh,72626809,666759
1075,2021-02-22,MZ,0,0,2,Mizoram,1097206,18808
1076,2021-02-22,NL,0,0,1,Nagaland,1978502,25515
1077,2021-02-22,PB,388,15,225,Punjab,27743338,140314
1078,2021-02-22,RJ,83,0,122,Rajasthan,68548437,836494
1079,2021-02-22,SK,0,0,3,Sikkim,610577,14550
1080,2021-02-22,TG,114,1,143,Telangana,35200000,376262
1081,2021-02-22,TN,449,6,461,Tamil Nadu,72147030,280847
1082,2021-02-22,TN,449,6,461,Tamil Nadu,67900000,280847
1083,2021-02-22,TR,2,0,1,Tripura,3673917,97257
1084,2021-02-22,TR,2,0,1,Tripura,3600000,97257
1085,2021-02-22,UP,0,0,0,Uttar Pradesh,199812341,1339406
1086,2021-02-22,UT,32,2,72,Uttarakhand,10086292,151842
1087,2021-02-22,WB,148,2,231,West Bengal,91276115,726880
1088,2021-02-23,AN,1,0,0,Andaman and Nicobar Islands,380581,7058
1089,2021-02-23,AP,70,1,84,Andhra Pradesh,49700000,559483
1090,2021-02-23,AR,0,0,1,Arunachal Pradesh,1383727,28444
1091,2021-02-23,AS,21,0,20,Assam,31205576,190166
1092,2021-02-23,BR,59,1,71,Bihar,104099452,588882
1093,2021-02-23,CH,37,0,15,Chandigarh,1055450,13594
1094,2021-02-23,CT,274,3,292,Chhattisgarh,25545198,389928
1095,2021-02-23,DL,145,2,130,Delhi,"16,787,941",356662
1096,2021-02-23,GA,57,1,41,Goa,1458545,18419
1097,2021-02-23,GJ,348,0,294,Gujarat,60439692,892463
1098,2021-02-23,HP,20,0,29,Himachal Pradesh,6864602,109590
1099,2021-02-23,HR,131,0,97,Haryana,25351462,257756
1100,2021-02-23,JH,50,0,51,Jharkhand,32988134,289373
1101,2021-02-23,JK,94,1,62,Jammu and Kashmir,12541302,212075
1102,2021-02-23,KA,383,4,378,Karnataka,61095297,738792
1103,2021-02-23,KL,4034,14,4823,Kerala,33406061,484753
1104,2021-02-23,LD,21,0,21,Lakshadweep,"64,473",1877
1105,2021-02-23,MH,6218,51,5869,Maharashtra,112374333,1017414
1106,2021-02-23,ML,1,0,3,Meghalaya,2966889,37186
1107,2021-02-23,MN,3,0,16,Manipur,2855794,42108
1108,2021-02-23,MP,246,1,200,Madhya Pradesh,72626809,668773
1109,2021-02-23,MZ,1,0,0,Mizoram,1097206,20689
1110,2021-02-23,NL,0,0,0,Nagaland,1978502,27485
1111,2021-02-23,PB,414,10,276,Punjab,27743338,149544
1112,2021-02-23,RJ,76,0,87,Rajasthan,68548437,866185
1113,2021-02-23,SK,0,0,2,Sikkim,610577,16146
1114,2021-02-23,TG,0,0,0,Telangana,35200000,377711
1115,2021-02-23,TN,442,6,453,Tamil Nadu,72147030,291582
1116,2021-02-23,TN,442,6,453,Tamil Nadu,67900000,291582
1117,2021-02-23,TR,4,0,0,Tripura,3673917,100084
1118,2021-02-23,TR,4,0,0,Tripura,3600000,100084
1119,2021-02-23,UP,190,3,289,Uttar Pradesh,199812341,1342030
1120,2021-02-23,UT,54,1,38,Uttarakhand,10086292,155814
1121,2021-02-23,WB,189,2,228,West Bengal,91276115,788276
1122,2021-02-24,AN,0,0,1,Andaman and Nicobar Islands,380581,7240
1123,2021-02-24,AP,94,0,66,Andhra Pradesh,49700000,596327
1124,2021-02-24,AR,0,0,0,Arunachal Pradesh,1383727,28468
1125,2021-02-24,AS,27,0,25,Assam,31205576,195245
1126,2021-02-24,BR,54,1,92,Bihar,104099452,597807
1127,2021-02-24,CH,41,1,17,Chandigarh,1055450,14889
1128,2021-02-24,CT,247,4,309,Chhattisgarh,25545198,405172
1129,2021-02-24,DL,200,2,115,Delhi,"16,787,941",375038
1130,2021-02-24,GA,52,1,35,Goa,1458545,19851
1131,2021-02-24,GJ,380,1,296,Gujarat,60439692,896424
1132,2021-02-24,HP,34,0,23,Himachal Pradesh,6864602,110920
1133,2021-02-24,HR,130,1,82,Haryana,25351462,260336
1134,2021-02-24,JH,32,1,47,Jharkhand,32988134,298027
1135,2021-02-24,JK,74,0,69,Jammu and Kashmir,12541302,212702
1136,2021-02-24,KA,334,6,313,Karnataka,61095297,777394
1137,2021-02-24,KL,4106,17,5885,Kerala,33406061,501243
1138,2021-02-24,LD,6,0,0,Lakshadweep,"64,473",1902
1139,2021-02-24,MH,8807,80,2772,Maharashtra,112374333,1073789
1140,2021-02-24,ML,3,0,5,Meghalaya,2966889,39128
1141,2021-02-24,MN,7,0,2,Manipur,2855794,44538
1142,2021-02-24,MP,346,2,223,Madhya Pradesh,72626809,716682
1143,2021-02-24,MZ,3,0,1,Mizoram,1097206,23483
1144,2021-02-24,NL,0,0,4,Nagaland,1978502,29733
1145,2021-02-24,PB,558,7,248,Punjab,27743338,158632
1146,2021-02-24,RJ,99,0,90,Rajasthan,68548437,919887
1147,2021-02-24,SK,0,0,0,Sikkim,610577,17456
1148,2021-02-24,TG,345,4,297,Telangana,35200000,379363
1149,2021-02-24,TN,463,6,469,Tamil Nadu,72147030,300604
1150,2021-02-24,TN,463,6,469,Tamil Nadu,67900000,300604
1151,2021-02-24,TR,2,0,0,Tripura,3673917,100676
1152,2021-02-24,TR,2,0,0,Tripura,3600000,100676
1153,2021-02-24,UP,128,3,203,Uttar Pradesh,199812341,1342318
1154,2021-02-24,UT,47,0,80,Uttarakhand,10086292,157621
1155,2021-02-24,WB,202,3,221,West Bengal,91276115,873017
1156,2021-02-25,AN,0,0,2,Andaman and Nicobar Islands,380581,7763
1157,2021-02-25,AP,82,0,74,Andhra Pradesh,49700000,639187
1158,2021-02-25,AR,0,0,1,Arunachal Pradesh,1383727,31209
1159,2021-02-25,AS,30,0,13,Assam,31205576,210946
1160,2021-02-25,BR,61,1,91,Bihar,104099452,621233
1161,2021-02-25,CH,49,0,20,Chandigarh,1055450,16579
1162,2021-02-25,CT,220,8,258,Chhattisgarh,25545198,420647
1163,2021-02-25,DL,220,0,188,Delhi,"16,787,941",393471
1164,2021-02-25,GA,71,2,33,Goa,1458545,21121
1165,2021-02-25,GJ,424,1,301,Gujarat,60439692,943860
1166,2021-02-25,HP,42,0,27,Himachal Pradesh,6864602,116818
1167,2021-02-25,HR,166,0,67,Haryana,25351462,275940
1168,2021-02-25,JH,76,0,40,Jharkhand,32988134,304309
1169,2021-02-25,JK,108,0,59,Jammu and Kashmir,12541302,226087
1170,2021-02-25,KA,453,7,947,Karnataka,61095297,802101
1171,2021-02-25,KL,3677,14,4652,Kerala,33406061,538367
1172,2021-02-25,LD,9,1,7,Lakshadweep,"64,473",1929
1173,2021-02-25,MH,8702,56,3744,Maharashtra,112374333,1128081
1174,2021-02-25,ML,3,0,1,Meghalaya,2966889,41799
1175,2021-02-25,MN,3,0,4,Manipur,2855794,47096
1176,2021-02-25,MP,368,2,201,Madhya Pradesh,72626809,773228
1177,2021-02-25,MZ,0,0,2,Mizoram,1097206,25618
1178,2021-02-25,NL,6,0,1,Nagaland,1978502,31357
1179,2021-02-25,PB,563,13,278,Punjab,27743338,172597
1180,2021-02-25,RJ,128,0,124,Rajasthan,68548437,939812
1181,2021-02-25,SK,1,0,5,Sikkim,610577,18535
1182,2021-02-25,TG,207,1,99,Telangana,35200000,400394
1183,2021-02-25,TN,467,5,471,Tamil Nadu,72147030,308895
1184,2021-02-25,TN,467,5,471,Tamil Nadu,67900000,308895
1185,2021-02-25,TR,0,0,22,Tripura,3673917,105468
1186,2021-02-25,TR,0,0,22,Tripura,3600000,105468
1187,2021-02-25,UP,129,2,135,Uttar Pradesh,199812341,1521544
1188,2021-02-25,UT,17,0,52,Uttarakhand,10086292,161766
1189,2021-02-25,WB,199,4,219,West Bengal,91276115,978851
1190,2021-02-26,AN,1,0,0,Andaman and Nicobar Islands,380581,7989
1191,2021-02-26,AP,96,1,71,Andhra Pradesh,49700000,673767
1192,2021-02-26,AR,0,0,0,Arunachal Pradesh,1383727,32865
1193,2021-02-26,AS,34,1,22,Assam,31205576,223134
1194,2021-02-26,BR,46,1,92,Bihar,104099452,637549
1195,2021-02-26,CH,69,0,26,Chandigarh,1055450,18567
1196,2021-02-26,CT,279,7,310,Chhattisgarh,25545198,428473
1197,2021-02-26,DL,256,1,193,Delhi,"16,787,941",406431
1198,2021-02-26,GA,100,3,41,Goa,1458545,22620
1199,2021-02-26,GJ,460,0,315,Gujarat,60439692,989315
1200,2021-02-26,HP,44,0,27,Himachal Pradesh,6864602,121420
1201,2021-02-26,HR,148,1,98,Haryana,25351462,280173
1202,2021-02-26,JH,68,0,43,Jharkhand,32988134,313438
1203,2021-02-26,JK,85,1,101,Jammu and Kashmir,12541302,238073
1204,2021-02-26,KA,571,4,642,Karnataka,61095297,833025
1205,2021-02-26,KL,3671,14,4142,Kerala,33406061,593333
1206,2021-02-26,LD,2,0,8,Lakshadweep,"64,473",1931
1207,2021-02-26,MH,8333,48,4936,Maharashtra,112374333,1187018
1208,2021-02-26,ML,0,0,1,Meghalaya,2966889,43820
1209,2021-02-26,MN,7,0,10,Manipur,2855794,50565
1210,2021-02-26,MP,332,3,246,Madhya Pradesh,72626809,804378
1211,2021-02-26,MZ,6,0,4,Mizoram,1097206,27554
1212,2021-02-26,NL,0,0,4,Nagaland,1978502,32408
1213,2021-02-26,PB,622,15,255,Punjab,27743338,181693
1214,2021-02-26,RJ,149,1,125,Rajasthan,68548437,1010420
1215,2021-02-26,SK,2,0,0,Sikkim,610577,19112
1216,2021-02-26,TG,189,2,129,Telangana,35200000,419089
1217,2021-02-26,TN,481,5,483,Tamil Nadu,72147030,319966
1218,2021-02-26,TN,481,5,483,Tamil Nadu,67900000,319966
1219,2021-02-26,TR,7,0,0,Tripura,3673917,109091
1220,2021-02-26,TR,7,0,0,Tripura,3600000,109091
1221,2021-02-26,UP,118,2,114,Uttar Pradesh,199812341,1668629
1222,2021-02-26,UT,53,1,38,Uttarakhand,10086292,168602
1223,2021-02-26,WB,216,3,223,West Bengal,91276115,1092729
1224,2021-02-27,AN,1,0,0,Andaman and Nicobar Islands,380581,7989
1225,2021-02-27,AP,118,0,86,Andhra Pradesh,49700000,673767
1226,2021-02-27,AR,0,0,3,Arunachal Pradesh,1383727,32865
1227,2021-02-27,AS,9,0,23,Assam,31205576,223134
1228,2021-02-27,BR,45,1,71,Bihar,104099452,637549
1229,2021-02-27,CH,60,0,25,Chandigarh,1055450,18567
1230,2021-02-27,CT,240,4,295,Chhattisgarh,25545198,428473
1231,2021-02-27,DL,243,3,164,Delhi,"16,787,941",406431
1232,2021-02-27,GA,61,0,50,Goa,1458545,22620
1233,2021-02-27,GJ,451,1,328,Gujarat,60439692,989319
1234,2021-02-27,HP,55,0,24,Himachal Pradesh,6864602,121420
1235,2021-02-27,HR,199,3,94,Haryana,25351462,280175
1236,2021-02-27,JH,42,1,41,Jharkhand,32988134,313438
1237,2021-02-27,JK,97,0,72,Jammu and Kashmir,12541302,238073
1238,2021-02-27,KA,523,6,380,Karnataka,61095297,833025
1239,2021-02-27,KL,3792,18,4650,Kerala,33406061,593333
1240,2021-02-27,LD,26,0,8,Lakshadweep,"64,473",1931
1241,2021-02-27,MH,8623,51,3648,Maharashtra,112374333,1187023
1242,2021-02-27,ML,0,0,2,Meghalaya,2966889,43820
1243,2021-02-27,MN,11,0,4,Manipur,2855794,50565
1244,2021-02-27,MP,390,1,241,Madhya Pradesh,72626809,804378
1245,2021-02-27,MZ,3,0,2,Mizoram,1097206,27554
1246,2021-02-27,NL,1,0,0,Nagaland,1978502,32408
1247,2021-02-27,PB,593,11,368,Punjab,27743338,181693
1248,2021-02-27,RJ,102,1,78,Rajasthan,68548437,1010420
1249,2021-02-27,SK,2,0,3,Sikkim,610577,19112
1250,2021-02-27,TG,178,1,148,Telangana,35200000,419089
1251,2021-02-27,TN,486,5,491,Tamil Nadu,72147030,319966
1252,2021-02-27,TN,486,5,491,Tamil Nadu,67900000,319966
1253,2021-02-27,TR,0,0,0,Tripura,3673917,109091
1254,2021-02-27,TR,0,0,0,Tripura,3600000,109091
1255,2021-02-27,UP,77,-1,115,Uttar Pradesh,199812341,1668629
1256,2021-02-27,UT,59,1,4,Uttarakhand,10086292,168602
1257,2021-02-27,WB,210,3,217,West Bengal,91276115,1092729
1258,2021-02-28,AN,2,0,0,Andaman and Nicobar Islands,380581,7989
1259,2021-02-28,AP,117,0,66,Andhra Pradesh,49700000,673767
1260,2021-02-28,AR,0,0,0,Arunachal Pradesh,1383727,32865
1261,2021-02-28,AS,10,0,15,Assam,31205576,223134
1262,2021-02-28,BR,25,0,30,Bihar,104099452,637549
1263,2021-02-28,CH,51,1,26,Chandigarh,1055450,18567
1264,2021-02-28,CT,141,3,132,Chhattisgarh,25545198,428473
1265,2021-02-28,DL,197,1,168,Delhi,"16,787,941",406431
1266,2021-02-28,GA,54,1,45,Goa,1458545,22620
1267,2021-02-28,GJ,407,1,301,Gujarat,60439692,989369
1268,2021-02-28,HP,47,0,21,Himachal Pradesh,6864602,121420
1269,2021-02-28,HR,174,1,103,Haryana,25351462,280181
1270,2021-02-28,JH,44,2,40,Jharkhand,32988134,313438
1271,2021-02-28,JK,58,1,62,Jammu and Kashmir,12541302,238075
1272,2021-02-28,KA,521,5,350,Karnataka,61095297,833025
1273,2021-02-28,KL,3254,15,4333,Kerala,33406061,593333
1274,2021-02-28,LD,23,0,1,Lakshadweep,"64,473",1931
1275,2021-02-28,MH,8293,62,3753,Maharashtra,112374333,1187178
1276,2021-02-28,ML,1,0,1,Meghalaya,2966889,43820
1277,2021-02-28,MN,2,0,13,Manipur,2855794,50565
1278,2021-02-28,MP,363,1,243,Madhya Pradesh,72626809,804378
1279,2021-02-28,MZ,1,0,5,Mizoram,1097206,27558
